round_epochs,val_loss,val_acc,loss,acc,first_neuron,batch_size,epochs,epochs2,dropout,kernel_initializer,optimizer,lr,activation
50,0.983802783,0.774174947,0.013596366,0.996173783,100,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.799660862,0.773908801,0.027086058,0.992855612,40,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.745300397,0.772844216,0.027458255,0.992665095,100,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.039928369,0.771957062,0.010240153,0.997301009,100,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,0.860681255,0.770537615,0.033237897,0.990220127,100,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,1.00E-05,<function selu at 0x00000153B9DA0730>
50,1.018005729,0.769739177,0.023839095,0.993490669,20,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,1.717086927,0.769739177,0.026491786,0.993022314,80,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,3.706206192,0.769650461,0.199098983,0.987640209,40,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.1,<function elu at 0x00000153CA8B8A60>
50,1.480840564,0.769561746,0.027261139,0.992736539,40,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.452995213,0.769473031,0.02632228,0.993054067,100,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.310421886,0.769339957,0.005206011,0.998475864,40,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<function relu at 0x00000153CA8B8C80>
50,1.945982569,0.769073811,0.033126939,0.991387043,60,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.84269357,0.76889638,0.027690826,0.992585713,60,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.385406023,0.767654365,0.026208402,0.993157264,40,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.559612917,0.767610007,0.026377872,0.993189017,60,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,0.908728585,0.767210788,0.016823882,0.995372024,40,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,1.093252398,0.766456707,0.010322295,0.997007295,60,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.093040968,0.766367991,0.019154191,0.9946814,40,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<function selu at 0x00000153B9DA0730>
50,1.131556556,0.766323634,0.023615204,0.99339541,20,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,3.278986039,0.766057488,0.086532532,0.985488954,20,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.1,<function elu at 0x00000153CA8B8A60>
50,1.734781311,0.765480837,0.027277895,0.992728601,60,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.552718845,0.765347764,0.025826778,0.993204893,20,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.151299916,0.764992903,0.029965202,0.992577775,20,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.614515055,0.764726757,0.026198043,0.992982623,80,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.431321596,0.764726757,0.025763461,0.993149326,60,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.94257353,0.764638041,0.028968091,0.992117358,40,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.01,<class 'keras.layers.advanced_activations.PReLU'>
50,1.020118846,0.76446061,0.033899592,0.991593437,40,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.212864546,0.763928318,0.025784091,0.993141387,40,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,0.895312753,0.763839603,0.03199061,0.990331261,100,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,1.00E-05,<function elu at 0x00000153CA8B8A60>
50,1.523441379,0.763750887,0.025782024,0.993101696,20,32,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.039519748,0.763440383,0.026911738,0.99286355,20,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<function relu at 0x00000153CA8B8C80>
50,1.322380542,0.76330731,0.011695825,0.996999357,20,256,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,0.933104237,0.762198368,0.031561139,0.991426734,100,32,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,1.00E-05,<function relu at 0x00000153CA8B8C80>
50,1.122370588,0.76100071,0.030717862,0.992014162,60,64,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.034569822,0.760911994,0.033020896,0.99051384,100,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,1.00E-05,<function elu at 0x00000153CA8B8A60>
50,1.19900655,0.760645848,0.034533594,0.991394981,20,64,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,0.979089456,0.759536906,0.01336022,0.995713367,60,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,0.964142637,0.759492548,0.033218084,0.990767863,80,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,1.00E-05,<function elu at 0x00000153CA8B8A60>
50,2.119402842,0.759492548,0.06757897,0.98510792,40,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<class 'keras.layers.advanced_activations.PReLU'>
50,1.702710542,0.759226402,0.02568201,0.993204893,60,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,2.154509184,0.759093329,0.056438318,0.981051495,100,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.1,<function relu at 0x00000153CA8B8C80>
50,1.36943158,0.758782825,0.025824644,0.993149326,20,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.015909403,0.757895671,0.031145157,0.991918903,60,64,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.659630139,0.757230305,0.025791201,0.99322077,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.199491334,0.757052874,0.020033546,0.994498821,40,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,0.994912275,0.756343151,0.036106293,0.99020425,80,32,30,50,0,lecun_uniform,<class 'keras.optimizers.Adam'>,1.00E-05,<function selu at 0x00000153B9DA0730>
50,3.809353253,0.755677786,0.148070291,0.983464711,40,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.1,<function elu at 0x00000153CA8B8A60>
50,2.25245888,0.754879347,0.07393461,0.979027252,100,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.1,<function relu at 0x00000153CA8B8C80>
50,0.96951861,0.754834989,0.037019633,0.990172497,80,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,1.00E-05,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,0.916169099,0.754568843,0.010242895,0.996991419,80,32,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.123309437,0.754568843,0.03774492,0.990037548,80,256,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.287614177,0.75443577,0.023755625,0.993871703,20,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<function relu at 0x00000153CA8B8C80>
50,1.211044762,0.754169624,0.018764388,0.994919546,40,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.072684096,0.754036551,0.036344972,0.990164559,80,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,1.00E-05,<function relu at 0x00000153CA8B8C80>
50,1.161255222,0.753592974,0.034201827,0.990617037,80,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,1.00E-05,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.170207658,0.753105039,0.030026765,0.992061791,40,32,30,50,0,lecun_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.000451476,0.752750177,0.07353061,0.976050424,40,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,1.00E-05,<keras.layers.advanced_activations.LeakyReLU object at 0x7f8572c2c3c8>
50,1.027594663,0.752439674,0.016932025,0.995602232,40,64,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<function elu at 0x00000153CA8B8A60>
50,1.153705972,0.752262243,0.034614711,0.991140959,100,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.121508255,0.751996097,0.037246072,0.990410644,80,256,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.225415114,0.751863023,0.027760777,0.992569836,100,32,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.166093282,0.751818666,0.026286189,0.992871488,40,256,30,50,0,glorot_normal,<class 'keras.optimizers.Adam'>,0.001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.054788886,0.751197658,0.046912359,0.984679257,80,64,30,50,0,glorot_uniform,<class 'keras.optimizers.Adam'>,1.00E-05,<function elu at 0x00000153CA8B8A60>
50,1.054535167,0.751064585,0.039640784,0.989100839,60,256,30,50,0,normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,1.175224548,0.750221789,0.036276037,0.98967239,80,32,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,1.00E-05,<function selu at 0x00000153B9DA0730>
50,1.207032614,0.749733854,0.029134386,0.992307875,100,64,30,50,0,he_normal,<class 'keras.optimizers.Adam'>,0.0001,<class 'keras.layers.advanced_activations.PReLU'>
50,0.88533952,0.748757984,0.045226443,0.984695133,80,64,30,50,0,he_uniform,<class 'keras.optimizers.Adam'>,1.00E-05,<function elu at 0x00000153CA8B8A60>
